Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
14.02176833152771	0	15.665625	5.6907883	37.0	8.0	15.665625	5.690788026220534	5013	5013
27.441986322402954	1	27.108109	15.160731	119.0	9.0	27.10810810810811	15.160731252034667	5015	10028
41.28463649749756	2	26.253885	14.828652	94.0	9.0	26.253886010362695	14.828651650416155	5067	15095
55.62630105018616	3	34.67586	20.226948	127.0	11.0	34.675862068965515	20.226947801393205	5028	20123
68.57898259162903	4	42.83051	18.349852	92.0	14.0	42.83050847457627	18.349851098433305	5054	25177
82.60171055793762	5	47.168224	24.482107	151.0	15.0	47.16822429906542	24.48210713447849	5047	30224
96.00086259841919	6	56.80899	29.976723	179.0	21.0	56.80898876404494	29.976723706001316	5056	35280
109.01690578460693	7	55.31868	25.97373	200.0	24.0	55.31868131868132	25.97373107494161	5034	40314
122.39837431907654	8	67.797295	24.854702	140.0	32.0	67.79729729729729	24.85470194775255	5017	45331
135.7356414794922	9	65.46753	21.783817	128.0	29.0	65.46753246753246	21.783816473360442	5041	50372
148.97676801681519	10	68.51351	30.52037	154.0	26.0	68.51351351351352	30.520371240012725	5070	55442
162.5362663269043	11	62.308643	21.520386	127.0	28.0	62.30864197530864	21.52038480960087	5047	60489
175.6561861038208	12	78.34375	33.30504	176.0	31.0	78.34375	33.30503844672004	5014	65503
189.9454357624054	13	84.03278	32.861343	198.0	28.0	84.0327868852459	32.86134168714315	5126	70629
204.0855734348297	14	80.2381	25.168459	152.0	35.0	80.23809523809524	25.16845738549609	5055	75684
218.28452944755554	15	90.47369	38.76746	198.0	29.0	90.47368421052632	38.76746024884647	5157	80841
231.94028782844543	16	91.472725	34.13761	196.0	41.0	91.47272727272727	34.13761164647609	5031	85872
245.15106964111328	17	112.37778	37.582672	200.0	48.0	112.37777777777778	37.58267265576807	5057	90929
258.64187264442444	18	146.25714	46.754887	200.0	48.0	146.25714285714287	46.75488842716593	5119	96048
272.51849818229675	19	172.26666	35.0066	200.0	58.0	172.26666666666668	35.00660255183616	5168	101216
288.9723060131073	20	182.21428	29.67365	200.0	121.0	182.21428571428572	29.673650099104453	5102	106318
302.1244766712189	21	188.11111	16.391808	200.0	157.0	188.11111111111111	16.3918076496978	5079	111397
314.8285856246948	22	181.03572	29.305635	200.0	107.0	181.03571428571428	29.305633469714053	5069	116466
327.94342017173767	23	196.73077	11.42722	200.0	152.0	196.73076923076923	11.427220175823408	5115	121581
340.9238660335541	24	195.07692	17.090086	200.0	132.0	195.07692307692307	17.090085017844697	5072	126653
354.3534688949585	25	197.88461	9.410824	200.0	151.0	197.8846153846154	9.410824058893866	5145	131798
370.50137305259705	26	193.5	17.09082	200.0	137.0	193.5	17.090820748172217	5031	136829
383.7781147956848	27	198.92308	5.384615	200.0	172.0	198.92307692307693	5.384615384615385	5172	142001
397.24227929115295	28	196.84616	15.769232	200.0	118.0	196.84615384615384	15.769230769230772	5118	147119
416.2018699645996	29	197.73077	9.701537	200.0	150.0	197.73076923076923	9.701537119714951	5141	152260
431.5135142803192	30	195.96153	19.993233	200.0	96.0	195.96153846153845	19.993231103071572	5095	157355
448.18147706985474	31	200.0	0.0	200.0	200.0	200.0	0.0	5200	162555
461.50421142578125	32	196.0	20.0	200.0	96.0	196.0	20.0	5096	167651
474.9663715362549	33	200.0	0.0	200.0	200.0	200.0	0.0	5200	172851
489.2569890022278	34	199.73077	1.3461539	200.0	193.0	199.73076923076923	1.3461538461538458	5193	178044
502.5041341781616	35	197.84616	6.6140428	200.0	168.0	197.84615384615384	6.614042797727992	5144	183188
515.8289799690247	36	189.74074	18.933788	200.0	125.0	189.74074074074073	18.93378832120091	5123	188311
531.0040738582611	37	189.0	15.458427	200.0	143.0	189.0	15.458426923945494	5103	193414
544.111953496933	38	188.85185	12.279775	200.0	159.0	188.85185185185185	12.279774710515461	5099	198513
557.0503687858582	39	193.03847	8.3734045	200.0	175.0	193.03846153846155	8.37340464359891	5019	203532
570.4690437316895	40	198.38461	4.633299	200.0	183.0	198.3846153846154	4.633298568115568	5158	208690
584.0124750137329	41	193.34616	8.142681	200.0	172.0	193.34615384615384	8.14268103500744	5027	213717
597.5348567962646	42	193.92308	8.466782	200.0	166.0	193.92307692307693	8.466781592349266	5042	218759
610.9089374542236	43	195.23077	6.523966	200.0	178.0	195.23076923076923	6.523965832031525	5076	223835
625.7007148265839	44	194.03847	8.159378	200.0	177.0	194.03846153846155	8.159377659293767	5045	228880
644.0121884346008	45	196.15384	8.609888	200.0	161.0	196.15384615384616	8.609888356697368	5100	233980
657.5666251182556	46	197.96153	5.487613	200.0	176.0	197.96153846153845	5.487613809794179	5147	239127
677.496616601944	47	199.76923	1.1538461	200.0	194.0	199.76923076923077	1.1538461538461535	5194	244321
705.2840974330902	48	200.0	0.0	200.0	200.0	200.0	0.0	5200	249521
724.5655977725983	49	200.0	0.0	200.0	200.0	200.0	0.0	5200	254721
750.1235158443451	50	200.0	0.0	200.0	200.0	200.0	0.0	5200	259921
765.3565716743469	51	200.0	0.0	200.0	200.0	200.0	0.0	5200	265121
779.152391910553	52	198.65384	6.7307696	200.0	165.0	198.65384615384616	6.730769230769231	5165	270286
793.2111582756042	53	200.0	0.0	200.0	200.0	200.0	0.0	5200	275486
807.3766386508942	54	200.0	0.0	200.0	200.0	200.0	0.0	5200	280686
820.8681852817535	55	200.0	0.0	200.0	200.0	200.0	0.0	5200	285886
833.9636890888214	56	200.0	0.0	200.0	200.0	200.0	0.0	5200	291086
